epoch,step,train_accuracy,train_loss,val_accuracy,val_loss
0,29,,,0.4625000059604645,0.7043965458869934
1,49,0.515625,0.6920515298843384,,
1,59,,,0.4833333194255829,0.7006948590278625
2,89,,,0.48750001192092896,0.6962555050849915
3,99,0.53125,0.68243408203125,,
3,119,,,0.5249999761581421,0.6924653649330139
4,149,0.453125,0.7025863528251648,,
4,149,,,0.5333333611488342,0.6900227069854736
5,179,,,0.6041666865348816,0.6848252415657043
