epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,29,,,,,0.7958333492279053,0.631870448589325
1,49,,,0.796875,0.554916262626648,,
1,59,,,,,0.8416666388511658,0.5289661288261414
2,89,,,,,0.8500000238418579,0.4724959135055542
3,99,,,0.859375,0.443599134683609,,
3,119,,,,,0.862500011920929,0.4430737793445587
4,149,,,0.8125,0.48997563123703003,,
4,149,,,,,0.8708333373069763,0.4237309694290161
5,179,,,,,0.875,0.4041884243488312
6,199,,,0.765625,0.4698200821876526,,
6,209,,,,,0.8708333373069763,0.3924294114112854
7,239,,,,,0.8708333373069763,0.3949229419231415
8,249,,,0.828125,0.38984835147857666,,
8,269,,,,,0.8833333253860474,0.3705678880214691
9,299,,,0.75,0.5260205864906311,,
9,299,,,,,0.8916666507720947,0.3610648214817047
10,329,,,,,0.8999999761581421,0.3578943610191345
11,349,,,0.734375,0.521026611328125,,
11,359,,,,,0.8916666507720947,0.34920361638069153
12,389,,,,,0.8958333134651184,0.3368642032146454
13,399,,,0.78125,0.48140060901641846,,
13,419,,,,,0.8958333134651184,0.3356870114803314
14,449,,,0.890625,0.345034122467041,,
14,449,,,,,0.887499988079071,0.3320169448852539
15,479,,,,,0.9041666388511658,0.3238386809825897
16,499,,,0.765625,0.45937156677246094,,
16,509,,,,,0.9041666388511658,0.32128632068634033
17,539,,,,,0.8999999761581421,0.324583500623703
18,549,,,0.84375,0.39962905645370483,,
18,569,,,,,0.8999999761581421,0.3129095137119293
19,599,,,0.84375,0.42905813455581665,,
19,599,,,,,0.9041666388511658,0.3162679672241211
20,629,,,,,0.9083333611488342,0.30473002791404724
21,649,,,0.78125,0.4621378779411316,,
21,659,,,,,0.9083333611488342,0.30185413360595703
22,689,,,,,0.9041666388511658,0.3087887465953827
23,699,,,0.8125,0.43771541118621826,,
23,719,,,,,0.9125000238418579,0.3055069148540497
24,749,,,0.78125,0.5041133165359497,,
24,749,,,,,0.9083333611488342,0.30049359798431396
25,779,,,,,0.9125000238418579,0.29670360684394836
26,799,,,0.765625,0.42392438650131226,,
26,809,,,,,0.9166666865348816,0.2901517450809479
27,839,,,,,0.9208333492279053,0.2932036221027374
28,849,,,0.84375,0.3866734802722931,,
28,869,,,,,0.9166666865348816,0.28641384840011597
29,899,,,0.875,0.38351213932037354,,
29,899,,,,,0.9125000238418579,0.286453515291214
30,929,,,,,0.9166666865348816,0.2839876413345337
31,949,,,0.828125,0.3495508134365082,,
31,959,,,,,0.9166666865348816,0.2802034318447113
32,989,,,,,0.9166666865348816,0.28074508905410767
33,999,,,0.84375,0.330765962600708,,
33,1019,,,,,0.9208333492279053,0.2774084210395813
34,1049,,,0.859375,0.42799317836761475,,
34,1049,,,,,0.9125000238418579,0.2760685384273529
35,1079,,,,,0.887499988079071,0.2794196903705597
36,1099,,,0.90625,0.3524148464202881,,
36,1109,,,,,0.9041666388511658,0.27834710478782654
37,1139,,,,,0.9125000238418579,0.2732488512992859
38,1149,,,0.84375,0.29481950402259827,,
38,1169,,,,,0.9125000238418579,0.2673477828502655
39,1199,,,0.828125,0.4591471552848816,,
39,1199,,,,,0.9125000238418579,0.26899781823158264
40,1229,,,,,0.9166666865348816,0.2703593075275421
41,1249,,,0.84375,0.3101612329483032,,
41,1259,,,,,0.9083333611488342,0.2722272276878357
42,1289,,,,,0.9083333611488342,0.2686711549758911
43,1299,,,0.796875,0.43990257382392883,,
43,1319,,,,,0.9166666865348816,0.26447927951812744
44,1349,,,0.796875,0.41024160385131836,,
44,1349,,,,,0.9083333611488342,0.27020516991615295
45,1379,,,,,0.9083333611488342,0.26474377512931824
46,1399,,,0.859375,0.30103710293769836,,
46,1409,,,,,0.9208333492279053,0.2619501054286957
47,1439,,,,,0.9166666865348816,0.2623220682144165
48,1449,,,0.8125,0.3979669213294983,,
48,1469,,,,,0.9125000238418579,0.2571125328540802
49,1499,,,0.859375,0.38699063658714294,,
49,1499,,,,,0.9125000238418579,0.2562852203845978
50,1529,,,,,0.9083333611488342,0.25811275839805603
51,1549,,,0.875,0.3806105852127075,,
51,1559,,,,,0.9208333492279053,0.2539151608943939
52,1589,,,,,0.9166666865348816,0.2569136619567871
53,1599,,,0.921875,0.2905399799346924,,
53,1619,,,,,0.9166666865348816,0.2631892263889313
54,1649,,,0.875,0.3521193861961365,,
54,1649,,,,,0.9125000238418579,0.25447866320610046
55,1679,,,,,0.9083333611488342,0.2568516433238983
56,1699,,,0.921875,0.29301613569259644,,
56,1709,,,,,0.9083333611488342,0.26005658507347107
57,1710,0.8500000238418579,0.3451046347618103,,,,
