epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,29,,,,,0.8374999761581421,0.40400955080986023
1,49,,,0.890625,0.34808725118637085,,
1,59,,,,,0.8916666507720947,0.32413730025291443
2,89,,,,,0.8958333134651184,0.3185136020183563
3,99,,,0.78125,0.40197545289993286,,
3,119,,,,,0.862500011920929,0.33760637044906616
4,149,,,0.828125,0.4284875988960266,,
4,149,,,,,0.8541666865348816,0.33371081948280334
5,179,,,,,0.8916666507720947,0.2821175158023834
6,199,,,0.890625,0.32049429416656494,,
6,209,,,,,0.8916666507720947,0.26696866750717163
7,239,,,,,0.8916666507720947,0.2625470757484436
8,249,,,0.875,0.30904990434646606,,
8,269,,,,,0.8958333134651184,0.26669251918792725
9,299,,,0.828125,0.30905187129974365,,
9,299,,,,,0.8999999761581421,0.26507076621055603
10,329,,,,,0.9041666388511658,0.24252168834209442
11,349,,,0.921875,0.19356100261211395,,
11,359,,,,,0.9208333492279053,0.2370041310787201
12,389,,,,,0.9208333492279053,0.2250826507806778
13,399,,,0.859375,0.2998577356338501,,
13,419,,,,,0.9333333373069763,0.2105528563261032
14,449,,,0.90625,0.20523302257061005,,
14,449,,,,,0.925000011920929,0.19927644729614258
15,479,,,,,0.9125000238418579,0.2291502058506012
16,499,,,0.96875,0.12758329510688782,,
16,509,,,,,0.9166666865348816,0.21201719343662262
17,539,,,,,0.9375,0.19227440655231476
18,549,,,0.953125,0.21932387351989746,,
18,569,,,,,0.9208333492279053,0.19301700592041016
19,599,,,0.953125,0.10937781631946564,,
19,599,,,,,0.9458333253860474,0.1595354974269867
20,629,,,,,0.9333333373069763,0.1798732727766037
21,649,,,0.96875,0.12279781699180603,,
21,659,,,,,0.9333333373069763,0.1917659193277359
22,689,,,,,0.9333333373069763,0.19083431363105774
23,699,,,0.90625,0.20981788635253906,,
23,719,,,,,0.9375,0.16848382353782654
24,749,,,0.9375,0.15145017206668854,,
24,749,,,,,0.9458333253860474,0.15987485647201538
25,750,0.8500000238418579,0.2598735988140106,,,,
