epoch,step,val_accuracy,val_loss
0,7,0.4583333432674408,0.7107308506965637
1,15,0.4583333432674408,0.6951697468757629
2,23,0.4583333432674408,0.6951515674591064
3,31,0.4583333432674408,0.6951404213905334
4,39,0.4583333432674408,0.6951287984848022
5,47,0.4583333432674408,0.6951166987419128
