epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,29,,,,,0.8041666746139526,0.6348893642425537
1,49,,,0.765625,0.6088197231292725,,
1,59,,,,,0.8125,0.5737958550453186
2,89,,,,,0.8333333134651184,0.5240446925163269
3,99,,,0.78125,0.5402941107749939,,
3,119,,,,,0.8374999761581421,0.49168720841407776
4,149,,,0.765625,0.5107546448707581,,
4,149,,,,,0.8458333611488342,0.4714517593383789
5,179,,,,,0.7791666388511658,0.4757089614868164
6,199,,,0.796875,0.5189857482910156,,
6,209,,,,,0.8333333134651184,0.44735947251319885
7,239,,,,,0.8333333134651184,0.4376862943172455
8,249,,,0.84375,0.4624882936477661,,
8,269,,,,,0.8458333611488342,0.41705238819122314
9,299,,,0.78125,0.5002835392951965,,
9,299,,,,,0.8500000238418579,0.41682299971580505
10,329,,,,,0.8458333611488342,0.40286293625831604
11,349,,,0.71875,0.5008753538131714,,
11,359,,,,,0.8083333373069763,0.42363274097442627
12,389,,,,,0.8583333492279053,0.39065152406692505
13,399,,,0.859375,0.40021824836730957,,
13,419,,,,,0.8291666507720947,0.4136768877506256
14,449,,,0.828125,0.40872353315353394,,
14,449,,,,,0.8458333611488342,0.39819133281707764
15,479,,,,,0.8333333134651184,0.40667179226875305
16,499,,,0.84375,0.3854345679283142,,
16,509,,,,,0.862500011920929,0.3869653642177582
17,539,,,,,0.8666666746139526,0.3700011074542999
18,549,,,0.75,0.4541582465171814,,
18,569,,,,,0.8541666865348816,0.37174853682518005
19,599,,,0.8125,0.45242223143577576,,
19,599,,,,,0.875,0.36471858620643616
20,629,,,,,0.875,0.3669596314430237
21,649,,,0.75,0.4718998670578003,,
21,659,,,,,0.8333333134651184,0.38969478011131287
22,689,,,,,0.8500000238418579,0.38123711943626404
23,699,,,0.84375,0.3586171269416809,,
23,719,,,,,0.8666666746139526,0.3527306914329529
24,749,,,0.765625,0.4254811406135559,,
24,749,,,,,0.8666666746139526,0.3614775836467743
25,779,,,,,0.8791666626930237,0.34965449571609497
26,799,,,0.8125,0.3991861939430237,,
26,809,,,,,0.8666666746139526,0.35766473412513733
27,839,,,,,0.875,0.3496863543987274
28,849,,,0.765625,0.4593624472618103,,
28,869,,,,,0.875,0.34989872574806213
29,899,,,0.84375,0.3981989622116089,,
29,899,,,,,0.8791666626930237,0.3488120436668396
30,929,,,,,0.8791666626930237,0.35271918773651123
31,949,,,0.84375,0.3997136354446411,,
31,959,,,,,0.875,0.3558010160923004
32,989,,,,,0.8708333373069763,0.3533727526664734
33,999,,,0.78125,0.41970235109329224,,
33,1019,,,,,0.8708333373069763,0.33820950984954834
34,1049,,,0.859375,0.3176387846469879,,
34,1049,,,,,0.8791666626930237,0.3438580334186554
35,1079,,,,,0.8833333253860474,0.33749401569366455
36,1099,,,0.90625,0.30060768127441406,,
36,1109,,,,,0.8791666626930237,0.3411588668823242
37,1139,,,,,0.887499988079071,0.3369075357913971
38,1149,,,0.828125,0.3938588798046112,,
38,1169,,,,,0.8916666507720947,0.3339513838291168
39,1199,,,0.921875,0.29265424609184265,,
39,1199,,,,,0.8833333253860474,0.32837536931037903
40,1229,,,,,0.887499988079071,0.32641351222991943
41,1249,,,0.71875,0.5534452199935913,,
41,1259,,,,,0.8833333253860474,0.3264167904853821
42,1289,,,,,0.887499988079071,0.32449907064437866
43,1299,,,0.765625,0.44042372703552246,,
43,1319,,,,,0.8916666507720947,0.32935619354248047
44,1349,,,0.875,0.31311464309692383,,
44,1349,,,,,0.8833333253860474,0.32628726959228516
45,1379,,,,,0.887499988079071,0.3233357071876526
46,1399,,,0.859375,0.3651365041732788,,
46,1409,,,,,0.8916666507720947,0.32865455746650696
47,1439,,,,,0.8333333134651184,0.3666069805622101
48,1449,,,0.90625,0.32286936044692993,,
48,1469,,,,,0.887499988079071,0.32964885234832764
49,1499,,,0.703125,0.47577354311943054,,
49,1499,,,,,0.887499988079071,0.3251604735851288
