epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,29,,,,,0.675000011920929,0.605680525302887
1,49,,,0.703125,0.5786465406417847,,
1,59,,,,,0.7666666507720947,0.5366346836090088
2,89,,,,,0.8208333253860474,0.4739643931388855
3,99,,,0.703125,0.5170143842697144,,
3,119,,,,,0.8374999761581421,0.433781236410141
4,149,,,0.828125,0.4499773383140564,,
4,149,,,,,0.8416666388511658,0.41234883666038513
5,179,,,,,0.8541666865348816,0.39794352650642395
6,199,,,0.84375,0.4095481038093567,,
6,209,,,,,0.8458333611488342,0.38615545630455017
7,239,,,,,0.8458333611488342,0.3964993357658386
8,249,,,0.796875,0.3893877863883972,,
8,269,,,,,0.8708333373069763,0.366245836019516
9,299,,,0.859375,0.37600839138031006,,
9,299,,,,,0.862500011920929,0.36841264367103577
10,329,,,,,0.8708333373069763,0.34756040573120117
11,349,,,0.84375,0.34189218282699585,,
11,359,,,,,0.8833333253860474,0.3408723771572113
12,389,,,,,0.8583333492279053,0.3597066104412079
13,399,,,0.875,0.3783895969390869,,
13,419,,,,,0.8666666746139526,0.3590778708457947
14,449,,,0.8125,0.46386945247650146,,
14,449,,,,,0.887499988079071,0.3274165987968445
15,479,,,,,0.887499988079071,0.33393141627311707
16,499,,,0.796875,0.4355500042438507,,
16,509,,,,,0.8791666626930237,0.3306954503059387
17,539,,,,,0.8916666507720947,0.32068437337875366
18,549,,,0.875,0.34439605474472046,,
18,569,,,,,0.8916666507720947,0.32163697481155396
19,599,,,0.84375,0.37510043382644653,,
19,599,,,,,0.8416666388511658,0.3651310205459595
20,629,,,,,0.8916666507720947,0.31817904114723206
21,649,,,0.828125,0.4007502496242523,,
21,659,,,,,0.8374999761581421,0.3526875078678131
22,689,,,,,0.9041666388511658,0.3106173872947693
23,699,,,0.84375,0.36459261178970337,,
23,719,,,,,0.9041666388511658,0.31256037950515747
24,749,,,0.859375,0.31807374954223633,,
24,749,,,,,0.887499988079071,0.318432480096817
25,779,,,,,0.887499988079071,0.3150133788585663
26,799,,,0.890625,0.2810748219490051,,
26,809,,,,,0.887499988079071,0.30918121337890625
27,839,,,,,0.8916666507720947,0.3012012839317322
28,849,,,0.859375,0.39467138051986694,,
28,869,,,,,0.9083333611488342,0.2998850643634796
29,899,,,0.828125,0.37397488951683044,,
29,899,,,,,0.8666666746139526,0.3195240795612335
30,929,,,,,0.8416666388511658,0.3574627637863159
31,949,,,0.90625,0.3254060745239258,,
31,959,,,,,0.8999999761581421,0.2975636422634125
32,989,,,,,0.8916666507720947,0.3050749897956848
33,999,,,0.765625,0.38752299547195435,,
33,1019,,,,,0.8374999761581421,0.3514140546321869
34,1049,,,0.84375,0.36820492148399353,,
34,1049,,,,,0.8291666507720947,0.3753597140312195
35,1079,,,,,0.9041666388511658,0.2938160002231598
36,1099,,,0.8125,0.3487813472747803,,
36,1109,,,,,0.862500011920929,0.3368013799190521
37,1139,,,,,0.875,0.32226601243019104
38,1149,,,0.828125,0.376789391040802,,
38,1169,,,,,0.824999988079071,0.3954016864299774
39,1199,,,0.890625,0.30903464555740356,,
39,1199,,,,,0.8958333134651184,0.29239121079444885
40,1229,,,,,0.887499988079071,0.29820093512535095
41,1249,,,0.828125,0.3273140490055084,,
41,1259,,,,,0.8999999761581421,0.2898719906806946
42,1289,,,,,0.8958333134651184,0.2921200692653656
43,1299,,,0.8125,0.3864108920097351,,
43,1319,,,,,0.9125000238418579,0.2930499315261841
44,1349,,,0.859375,0.3716149926185608,,
44,1349,,,,,0.8958333134651184,0.28817182779312134
45,1379,,,,,0.875,0.31922003626823425
46,1399,,,0.796875,0.33506089448928833,,
46,1409,,,,,0.887499988079071,0.30246609449386597
47,1439,,,,,0.8791666626930237,0.3144168257713318
48,1449,,,0.796875,0.3729249835014343,,
48,1469,,,,,0.8999999761581421,0.28994840383529663
49,1499,,,0.890625,0.23680034279823303,,
49,1499,,,,,0.8541666865348816,0.36247363686561584
50,1500,0.8166666626930237,0.4296739995479584,,,,
