epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,29,,,,,0.7416666746139526,0.620364785194397
1,49,,,0.53125,0.6546492576599121,,
1,59,,,,,0.7041666507720947,0.5784500241279602
2,89,,,,,0.8291666507720947,0.5026528239250183
3,99,,,0.734375,0.5482568740844727,,
3,119,,,,,0.7791666388511658,0.49156424403190613
4,149,,,0.65625,0.5397689342498779,,
4,149,,,,,0.7791666388511658,0.4735349118709564
5,179,,,,,0.8291666507720947,0.44148382544517517
6,199,,,0.828125,0.4188063144683838,,
6,209,,,,,0.8458333611488342,0.4192543625831604
7,239,,,,,0.8458333611488342,0.4081953167915344
8,249,,,0.734375,0.5161525011062622,,
8,269,,,,,0.8374999761581421,0.4086448550224304
9,299,,,0.828125,0.437997430562973,,
9,299,,,,,0.8458333611488342,0.3997858166694641
10,329,,,,,0.8500000238418579,0.39402496814727783
11,349,,,0.78125,0.42443448305130005,,
11,359,,,,,0.8708333373069763,0.3751620948314667
12,389,,,,,0.8666666746139526,0.37105458974838257
13,399,,,0.859375,0.3949783742427826,,
13,419,,,,,0.8500000238418579,0.3693740963935852
14,449,,,0.8125,0.4300280809402466,,
14,449,,,,,0.8041666746139526,0.42407068610191345
15,479,,,,,0.862500011920929,0.35953983664512634
16,499,,,0.90625,0.38490790128707886,,
16,509,,,,,0.8708333373069763,0.36352014541625977
17,539,,,,,0.8666666746139526,0.3505202531814575
18,549,,,0.796875,0.46112990379333496,,
18,569,,,,,0.862500011920929,0.3639429807662964
19,599,,,0.765625,0.431264728307724,,
19,599,,,,,0.8291666507720947,0.40057602524757385
20,629,,,,,0.8708333373069763,0.3579140901565552
21,649,,,0.765625,0.5198217034339905,,
21,659,,,,,0.8458333611488342,0.3669833838939667
22,689,,,,,0.8958333134651184,0.3377609848976135
23,699,,,0.859375,0.3564717769622803,,
23,719,,,,,0.8374999761581421,0.37301895022392273
24,749,,,0.84375,0.4314981698989868,,
24,749,,,,,0.8541666865348816,0.3524056077003479
25,779,,,,,0.8833333253860474,0.34053218364715576
26,799,,,0.84375,0.3776063323020935,,
26,809,,,,,0.8958333134651184,0.33017170429229736
27,839,,,,,0.8666666746139526,0.34699898958206177
28,849,,,0.84375,0.4082998037338257,,
28,869,,,,,0.8791666626930237,0.32998892664909363
29,899,,,0.796875,0.4431892931461334,,
29,899,,,,,0.8708333373069763,0.34320399165153503
30,929,,,,,0.887499988079071,0.33052968978881836
31,949,,,0.765625,0.5300032496452332,,
31,959,,,,,0.8916666507720947,0.327816903591156
32,989,,,,,0.8208333253860474,0.4019721448421478
33,999,,,0.828125,0.3999931812286377,,
33,1019,,,,,0.8916666507720947,0.3242712616920471
34,1049,,,0.84375,0.4035111367702484,,
34,1049,,,,,0.875,0.3364761173725128
35,1079,,,,,0.8916666507720947,0.3196465075016022
36,1099,,,0.859375,0.3628276586532593,,
36,1109,,,,,0.8999999761581421,0.3174244165420532
37,1139,,,,,0.8791666626930237,0.3328559100627899
38,1149,,,0.90625,0.3205469846725464,,
38,1169,,,,,0.8916666507720947,0.3199022710323334
39,1199,,,0.765625,0.41288259625434875,,
39,1199,,,,,0.887499988079071,0.31896886229515076
40,1229,,,,,0.8916666507720947,0.32394006848335266
41,1249,,,0.84375,0.36806151270866394,,
41,1259,,,,,0.862500011920929,0.347638338804245
42,1260,0.8166666626930237,0.42016157507896423,,,,
