epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,29,,,,,0.4583333432674408,0.7014068365097046
1,49,,,0.46875,0.6893549561500549,,
1,59,,,,,0.6083333492279053,0.681834876537323
2,89,,,,,0.6916666626930237,0.6697011590003967
3,99,,,0.640625,0.6629029512405396,,
3,119,,,,,0.7333333492279053,0.6593154668807983
4,149,,,0.65625,0.6761618256568909,,
4,149,,,,,0.7583333253860474,0.6459779739379883
5,179,,,,,0.7875000238418579,0.6334704756736755
6,199,,,0.625,0.6597275733947754,,
6,209,,,,,0.8041666746139526,0.6212384104728699
7,239,,,,,0.8208333253860474,0.6074909567832947
8,249,,,0.6875,0.6237570643424988,,
8,269,,,,,0.8374999761581421,0.5947401523590088
9,299,,,0.703125,0.6262359619140625,,
9,299,,,,,0.8374999761581421,0.5845319032669067
10,329,,,,,0.8291666507720947,0.5720411539077759
11,349,,,0.8125,0.5804340839385986,,
11,359,,,,,0.8374999761581421,0.5601726770401001
12,389,,,,,0.8416666388511658,0.5475279688835144
13,399,,,0.84375,0.5336451530456543,,
13,419,,,,,0.8416666388511658,0.5381699204444885
14,449,,,0.703125,0.5536341071128845,,
14,449,,,,,0.8416666388511658,0.5264016389846802
15,479,,,,,0.8458333611488342,0.5172609686851501
16,499,,,0.78125,0.5496506690979004,,
16,509,,,,,0.8416666388511658,0.5089114904403687
17,539,,,,,0.8416666388511658,0.5014644861221313
18,549,,,0.71875,0.5660192370414734,,
18,569,,,,,0.8500000238418579,0.4933764338493347
19,599,,,0.703125,0.562275767326355,,
19,599,,,,,0.8541666865348816,0.487239271402359
20,629,,,,,0.8500000238418579,0.48182544112205505
21,649,,,0.765625,0.501968264579773,,
21,659,,,,,0.8541666865348816,0.4776096045970917
22,689,,,,,0.8541666865348816,0.47254568338394165
23,699,,,0.8125,0.4966204762458801,,
23,719,,,,,0.8500000238418579,0.46608802676200867
24,749,,,0.84375,0.4859532117843628,,
24,749,,,,,0.8541666865348816,0.46092942357063293
25,779,,,,,0.8541666865348816,0.45656833052635193
26,799,,,0.859375,0.4657493531703949,,
26,809,,,,,0.8583333492279053,0.45165055990219116
27,839,,,,,0.8541666865348816,0.44743812084198
28,849,,,0.71875,0.5508919954299927,,
28,869,,,,,0.862500011920929,0.4439096748828888
29,899,,,0.703125,0.532579779624939,,
29,899,,,,,0.8666666746139526,0.44083109498023987
30,929,,,,,0.862500011920929,0.43630102276802063
31,949,,,0.703125,0.5210936069488525,,
31,959,,,,,0.8666666746139526,0.4342869222164154
32,989,,,,,0.8666666746139526,0.4303932189941406
33,999,,,0.734375,0.46171265840530396,,
33,1019,,,,,0.8708333373069763,0.42632097005844116
34,1049,,,0.734375,0.5275915861129761,,
34,1049,,,,,0.8708333373069763,0.4242534935474396
35,1079,,,,,0.875,0.4207075834274292
36,1099,,,0.796875,0.473908931016922,,
36,1109,,,,,0.875,0.4178059995174408
37,1139,,,,,0.875,0.4148506820201874
38,1149,,,0.765625,0.45467832684516907,,
38,1169,,,,,0.875,0.41420778632164
39,1199,,,0.859375,0.45340049266815186,,
39,1199,,,,,0.875,0.4113313555717468
40,1229,,,,,0.875,0.40873223543167114
41,1249,,,0.8125,0.4292757213115692,,
41,1259,,,,,0.8666666746139526,0.4073832333087921
42,1289,,,,,0.875,0.4046534597873688
43,1299,,,0.8125,0.376534640789032,,
43,1319,,,,,0.875,0.40205132961273193
44,1349,,,0.8125,0.3959834575653076,,
44,1349,,,,,0.875,0.40103307366371155
45,1379,,,,,0.875,0.39788398146629333
46,1399,,,0.796875,0.4772128760814667,,
46,1409,,,,,0.8666666746139526,0.3967914879322052
47,1439,,,,,0.875,0.3928390443325043
48,1449,,,0.796875,0.508205235004425,,
48,1469,,,,,0.875,0.39240628480911255
49,1499,,,0.890625,0.40590739250183105,,
49,1499,,,,,0.875,0.3914077877998352
50,1529,,,,,0.887499988079071,0.3887467682361603
51,1549,,,0.8125,0.42121103405952454,,
51,1559,,,,,0.875,0.3873552978038788
52,1589,,,,,0.8833333253860474,0.3858720064163208
